Topic,Count,Name,Representation,Representative_Docs
266,71,266_injectie_zetten_humira_mag,"['injectie', 'zetten', 'humira', 'mag', 'na', 'laten', 'dagen', 'die', 'hyrimoz', 'of']","['Maar mag ik die ook 1-2 dagen voor  of na mijn Humira injectie laten zetten .', 'Maar mag ik die ook 1-2 dagen voor  of na mijn Humira injectie laten zetten .', 'Maar mag ik die ook 1-2 dagen voor  of na mijn Humira injectie laten zetten .']"
267,31,267_je_dank_bericht_reacties,"['je', 'dank', 'bericht', 'reacties', 'danke', 'antwoord', 'wel', 'snelle', 'voor', 'fijn']","['Dank je voor je bericht.', 'Dank je wel voor je bericht.', 'Dank je voor je bericht.']"
268,124,268_zwanger_begonnen_start_aangeven,"['zwanger', 'begonnen', 'start', 'aangeven', 'ben', 'weken', 'nu', 'ontdekt', 'drinkvoeding', 'biological']","['Ik wil graag aangeven dat ik weer zwanger ben.', 'Ik ben nu zwanger, vandaar dat ik contact op neem.', 'Ik ben nu zwanger, vandaar dat ik contact op neem.']"
269,70,269_antwoord_hoor_bedankt_graag,"['antwoord', 'hoor', 'bedankt', 'graag', 'kreeg', 'vaccinaties', 'toept', 'essentiële', 'dezendag', 'enniknhad']","['Bedankt voor het antwoord.', 'Bedankt voor het antwoord.', 'Bedankt voor het antwoord.']"
270,110,270_darmen_koorts_overdag_rustig,"['darmen', 'koorts', 'overdag', 'rustig', 'onrustig', 'geen', 'rommelen', 'merk', 'onrustiger', 'rustiger']","['Maar ik heb de vorige keer geen last van mijn darmen gehad.', 'Ik merk dat mijn darmen wat onrustig zijn.', 'Ik merk dat mijn darmen wat onrustig zijn.']"
271,53,271_sorry_late_excuses_ongemak,"['sorry', 'late', 'excuses', 'ongemak', 'overlast', 'reactie', 'taalfouten', 'afmelding', 'voor', 'tijdrovende']","['Sorry voor mijn late reactie.', 'Sorry, late reactie.', 'Sorry van de late reactie.']"
272,113,272_info_ter_zie_bovenstaande,"['info', 'ter', 'zie', 'bovenstaande', 'bijlage', 'bovenstaand', 'medewerker', 'ster', 'bericht', 'kennisgeving']","['Bovenstaand ter info.', 'Bovenstaand ter info!', 'Bovenstaande ter info.']"
273,74,273_gespoten_stoelgang_papier_ontlastingsfrequentie,"['gespoten', 'stoelgang', 'papier', 'ontlastingsfrequentie', 'bleef', 'consistentie', 'aambei', 'urineweginfectie', 'druppels', 'gedeelte']","['Ook is de frequentie van stoelgang verhoogd van 1 of 2 keer per dag naar zeker 3 tot 4 keer per dag.', 'Ook is de frequentie van stoelgang verhoogd van 1 of 2 keer per dag naar zeker 3 tot 4 keer per dag.', 'Vandaag zat er bloed volgens mij van de aambei erbij omdat er ook bij het afvegen langer bloed aan het papier bleef komen.']"
274,38,274_reactie_uw_bedankt_snelle,"['reactie', 'uw', 'bedankt', 'snelle', 'onplezierige', 'alergische', 'muggen', 'zosls', 'beoordeelster', 'hooikoorts']","['Bedankt voor uw reactie.', 'Bedankt voor uw reactie.', 'Bedankt voor U reactie.']"
275,60,275_excuses_lastig_sorry_jammer,"['excuses', 'lastig', 'sorry', 'jammer', 'vergeten', 'opneem', 'spijt', 'helemaal', 'reageer', 'laat']","['Mijn excuses dat ik het niet eerder heb laten weten.', 'Mijn excuses dat ik het niet eerder heb laten weten.', 'Excuses dat ik jullie weer moet lastig vallen.']"
276,90,276_meld_werk_begin_groter,"['meld', 'werk', 'begin', 'groter', 'druk', 'caps', 'verstreken', 'jaar', 'aandacht', 'keren']","['Dan meld ik me vrijdag even.', 'Daarna meld ik me weer.', 'Dan meld ik me vrijdag even.']"
277,61,277_ingenomen_reminder_kant_hoge,"['ingenomen', 'reminder', 'kant', 'hoge', 'stoppen', 'preventief', 'clearblue', 'slagingskans', 'roosvicee', 'loperamide']","['Als ik er mee moet stoppen heb ik daar ook genoeg tabletten van in huis.', 'Als ik er mee moet stoppen heb ik daar ook genoeg tabletten van in huis.', 'Maar als de purinethol de slagingskans vergroot of de snelheid van slagen verhoogd dan wil ik eventueel weer beginnen met deze pillen.']"
278,62,278_gynaecoloog_nieuwsgierig_bevindingen_aanleiding,"['gynaecoloog', 'nieuwsgierig', 'bevindingen', 'aanleiding', 'uitkomst', 'verwijzing', 'vervolgonderzoek', 'beweegredenen', 'benaderen', 'hoort']","['Ik hoop dat u begrip heeft voor deze beweegredenen en, indien gemachtigd, wilt meewerken aan dit verzoek.', 'Graag zou ik een verwijzing naar de gynaecoloog ontvangen.', 'Graag zou ik dan een verwijzing willen voor de gynaecoloog..']"
279,38,279_hoor_graag_aerosol_jullie,"['hoor', 'graag', 'aerosol', 'jullie', 'do', '100ug', '200do', 'www', 'wick', 'umschau']","['Hoor graag van een van jullie.', 'Hoor graag van jullie', 'Hoor graag van U']"
280,40,280_variant_gebleken_dochter_kim,"['variant', 'gebleken', 'dochter', 'kim', 'sterkere', 'oplopen', 'vergelijken', 'geopereerd', 'duur', 'normaliter']","['ik zie dat mijn calprotectine sinds de vorige keer is verhoogd (januari 44 en laatste test 127).', 'Omdat ik in  onder behandeling ben en daar de laatste bloedwaardes bekend zijn, konden ze het niet vergelijken.', 'ik hoop dat ik het nu ook goed heb gedaan zonder hulp van mijn dochter kim fijn weekend']"
281,57,281_geadviseerd_verbeteren_lijst_oogarts,"['geadviseerd', 'verbeteren', 'lijst', 'oogarts', 'bedoel', 'ziekteactiviteit', 'verwijsbriefje', 'informatief', 'griepprik', 'pyoderma']","['Vroeg ze of er toch een verwijsbriefje gestuurd kon worden naar haar  Haar naam is dokter logger van dermatologie,  Het vermoeden van rosacae ,was haar oordeel ook na het zien van mijn foto’s en mijn symptomen  Ik ga er zalf voor halen zo meteen en dan zou het moeten verbeteren  Nogmaals dank voor je snelle reactie en Hulp', 'Ik bedoel niet de bloeduitslagen, die krijg ik maandelijks doorgestuurd , maar ik bedoel de score bij de ziekteactiviteit.', 'Omdat het de bedoeling is dat mensen met een griepprik-oproep in mei voorrang zouden krijgen op het coronavaccin ben ik navraag gaan doen bij de huisarts; dat ik altijd een oproep voor de griepprik kreeg, maar afgelopen najaar niets heb ontvangen.']"
282,27,282_jaj_vr_schoonzus_duchateau,"['jaj', 'vr', 'schoonzus', 'duchateau', 'hoor', 'kontakt', 'rare', 'breeschoten', 'telnum', 'tel']","['jaj van    apotheek van .', 'apotheek van   jaj van  duchateau .', 'apotheek van  jaj van  duchateau .']"
283,54,283_opgenomen_dietiste_verschoven_consult,"['opgenomen', 'dietiste', 'verschoven', 'consult', 'gesproken', 'skivakantie', 'zowieso', 'zaterdagmiddag', 'iphone', 'set']","['De laatste keer dat ik de arts gesproken heb zijn er afspraken gemaakt voor 2 x controle lab en ontlasting.', 'mevrouw, helaas lig ik momenteel weer in het ziekenhuis bij u, opgenomen zaterdagmiddag 4 juli naar koorts meldingen vanuit thuissituatie naar afd.', 'ik heb zojuist een gesprek gehad met , ik vroeg me af of mijn afspraak van 23 Juli naar voren verschoven kan worden op 6 Juli en mijn afspraak van 11 Augustus met  naar 28 Augustus verschoven kan worden?']"
284,114,284_vorig_humira_vezels_lukte,"['vorig', 'humira', 'vezels', 'lukte', 'meteen', 'jaar', 'vergeten', 'noemen', 'geprobeerd', 'gedacht']","['En de Humira ben ik vergeten te noemen.', 'En de Humira ben ik vergeten te noemen.', 'En de Humira ben ik vergeten te noemen.']"
285,66,285_vergist_aangevraagd_tekenen_feedback,"['vergist', 'aangevraagd', 'tekenen', 'feedback', 'scopie', 'donderdagochtend', 'bloedprikformulieren', 'mails', 'fysiek', 'annuleren']","['Helaas heb ik mij in tijd vergist op onze afspraak van 30 nov. Het telefonisch consult welke ik aangevraagd had ging ook niet helemaal goed.', 'Je kunt volgende week gewoon bellen, alleen maandag niet dan gaan we de acte tekenen voor het huis.', 'Je kunt volgende week gewoon bellen, alleen maandag niet dan gaan we de acte tekenen voor het huis.']"
286,102,286_verkouden_zoveel_geslapen_heftig,"['verkouden', 'zoveel', 'geslapen', 'heftig', 'zoon', 'vannacht', 'bloedverlies', 'overgeven', 'heviger', 'slapen']","['Buikpijn word met de week weer erger.', 'Ik merk dat de buikpijn erger word en vaker last ervan krijg.', 'Verder voel ik me sinds enkele weken niet fit, lusteloos en regelmatig buikpijn.']"
287,103,287_natuurlijk_probeer_vertrouwen_gek,"['natuurlijk', 'probeer', 'vertrouwen', 'gek', 'grens', 'zakken', 'tijdje', 'klinkt', 'ziek', 'hoelang']","['Ik werk momenteel 26 uren per week en wil en probeer dat al een tijdje op te bouwen, maar word daarin vanwege die vermoeidheid telkens terug gefloten.', 'Klinkt misschien een beetje gek deze vraag maar ben zo enorm bang om ziek te worden.', 'Eerlijk gezegd duurt me dat te lang, ik heb gewoon mijn grens bereikt, Heb al weer drie dagen achter elkaar dat ik gewoon waar ik sta winkel auto bruiloft mijn ontlasting verlies.']"
288,84,288_beclometason_dagelijks_gebruik_zetpillen,"['beclometason', 'dagelijks', 'gebruik', 'zetpillen', 'salofalk', '2x', 'daags', 'budenofalk', '1x', '1g']","['Gebruik nu een kleine 3 weken dagelijks beclometason zetpillen.', 'De Beclometason 3 mg. zetpillen die ik gebruik zijn op.', 'De Beclometason 3 mg. zetpillen die ik gebruik zijn op.']"
289,50,289_poliafspraak_melding_verwees_uitleesfout,"['poliafspraak', 'melding', 'verwees', 'uitleesfout', 'slordig', 'haha', 'gaande', 'gezegt', 'instructies', 'kreeg']","['Haha heb die laatste vraag niet goed gegokt en gelezen.. wist al dat dit gewoon elke maand ingevuld dien te worden, slordig van mij !', ""De eerste keer kreeg ik de melding ''Uitleesfout."", ""De tweede keer werd de controlestrook wederom gefotografeerd en kreeg ik de melding ''Uitleesfout.""]"
290,40,290_rechtstreeks_doorgestuurd_raadhuisplein_apothekers,"['rechtstreeks', 'doorgestuurd', 'raadhuisplein', 'apothekers', 'mogelijk', 'verenigde', 'vereenigde', 'doorgegeven', 'quantoncal', 'aangekomen']","['Zou het recept rechtstreeks doorgestuurd kunnen worden naar De Verenigde apothekers, raadhuisplein te ?', 'Zou het recept rechtstreeks doorgestuurd kunnen worden naar De Verenigde apothekers, raadhuisplein te ?', 'Zou het recept rechtstreeks doorgestuurd kunnen worden naar De Verenigde apothekers, raadhuisplein te ?']"
291,80,291_gelukt_vergeten_negatief_opgelost,"['gelukt', 'vergeten', 'negatief', 'opgelost', 'mooi', 'was', 'vooralnog', 'urine', 'zeiden', 'zover']","['Maar het is reeds opgelost.', 'Het is al opgelost.', 'Dus dat is al opgelost.']"
292,56,292_bereikbaar_id_hele_tel,"['bereikbaar', 'id', 'hele', 'tel', 'ben', 'dag', 'uur', 'opgegeven', 'middag', 'makkelijker']","['Ik ben bereikbaar op [ID]', 'Ik ben altijd bereikbaar op [ID]', 'ik ben bereikbaar op [BSN]']"
293,124,293_moe_vermoeid_erg_misselijk,"['moe', 'vermoeid', 'erg', 'misselijk', 'voel', 'laatste', 'ben', 'ineens', 'slaap', 'tijd']","['Ik ben erg moe en voel me beroerd.', 'Ik ben ook erg moe de laatste maanden.', 'Ik ben heel moe en voel me slap.']"
294,72,294_nummer_id_geb_gsm,"['nummer', 'id', 'geb', 'gsm', 'datum', 'mobiel', 'fax', 'welk', 'helfer', 'fam']","['Geb datum [ID] Gsm', 'geb datum [ID] Gsm [ID]', 'geb datum [ID] Gsm [ID]']"
295,69,295_naam_overleggen_vinden_nav,"['naam', 'overleggen', 'vinden', 'nav', 'briefje', 'volledige', 'potje', 'labformulier', 'automatisch', 'behandelend']","['Ik zou het inderdaad heel erg fijn vinden dat de planning in de gaten wordt gehouden.', 'Bij deze de update nav bezoek SEH van .', 'Ik wil graag zsm met  overleggen nav het darmonderzoek wat is misgegaan en hoe nu verder.']"
296,73,296_doorsturen_b12_metamucil_spuit,"['doorsturen', 'b12', 'metamucil', 'spuit', 'recept', 'apotheek', 'afgeven', 'lanvis', 'willen', 'meerssen']","['Wil je een recept voor de b12 spuit doorsturen naar de apotheek   [ID] Apotheek meerssen', '/ Willen jullie een recept voor de B12 spuit doorsturen naar apotheek meerssen.', '/ Willen jullie een recept voor de B12 spuit en Metamucil doorsturen naar de apotheek in .']"
297,52,297_beantwoorden_lunch_levensverzekering_roesje,"['beantwoorden', 'lunch', 'levensverzekering', 'roesje', 'toegestuurd', 'geweten', 'aankruisen', 'controle', 'meen', 'aanpassen']","['Als laatste zou ik willen vragen of het verstandig is om donderdag meteen ook bloed te prikken.', 'Het is mij onduidelijk of ik ook nog een calprotectine zelftest moet uitvoeren voor die afspraak?', 'of , is het  al gelukt om de vragen voor mijn nieuwe levensverzekering te beantwoorden die ik vlak voor mijn vakantie had toegestuurd?']"
298,28,298_vriendelijk_hartelijk_hartstikke_bedankt,"['vriendelijk', 'hartelijk', 'hartstikke', 'bedankt', 'geinformeerd', 'nogmaals', 'morfine', 'gezond', 'veranderd', 'toesturen']","['Vriendelijk  bedankt', 'Vriendelijk bedankt!', 'Vriendelijk bedankt']"
299,124,299_hoop_lukken_idd_helpen,"['hoop', 'lukken', 'idd', 'helpen', 'gaat', 'dat', 'voldoende', 'geïnformeerd', 'vanzelf', 'houdt']","['Ik hoop dat het de komende week gaat lukken.', 'Hoop dat het snel is.', 'Ik hoop dat het vandaag gaat lukken.']"
300,71,300_spuiten_aanpassing_standaard_besmettelijk,"['spuiten', 'aanpassing', 'standaard', 'besmettelijk', 'verergerde', 'booster', 'drain', 'afwijkend', 'maagbeschermers', 'leverwaardes']","['Zou een aanpassing aan mijn medicatie helpen tegen de verergerde klachten?', 'Een goede morgen is het mogelijk om advies te krijgen betreffende de corona booster prik ?', 'Als pas bij het volgende infuus wordt geprikt zal eventueel de aanpassing pas bij het infuus over 16 weken worden gedaan?']"
301,35,301_nutridrink_drink_gestart_kunnen,"['nutridrink', 'drink', 'gestart', 'kunnen', 'vloeibaar', 'jullie', 'machtiging', 'sorgente', 'kg', 'middenrif']","['Dus kunt u a.u.b.', 'Kunnen jullie het recept a.u.b.', 'Is Nutridrink o.i.d.']"
302,38,302_vaccinatie_vader_covid_afdeling,"['vaccinatie', 'vader', 'covid', 'afdeling', 'persoon', 'afspraakbrief', 'oproep', 'vrijdagavond', 'plaatsgevonden', 'goedeavond']","['Ik heb onlangs de oproep gekregen voor de covid-vaccinatie.', 'vanochtend heb ik gebeld met de radiologie afdeling wanneer de mri van de dunne darm gepland stond.', 'Goedeavond, vandaag heb ik de afspraakbrief voor de MRI van de dunne darm ontvangen.']"
303,44,303_wennen_knie_overgegaan_sporten,"['wennen', 'knie', 'overgegaan', 'sporten', 'obstipatie', 'haren', 'intensief', 'amandelen', 'immuniteit', 'totale']","['Sinds ik Humira gebruik ben ik overal allergisch voor en maak me derhalve ook grote zorgen als ik vermoedelijk in maart een coronaprik krijg, daar ik een sterk verminderde immuniteit heb en de prik bij een enkeling enorme hevige allergische reactie teweeg kan brengen.', '“  Ik heb de laatste 4 tot 6 weken al heel veel last van haarverlies , geen kale plekken maar van mijn haren is niet meer veel over , hoewel de spiegel goed was van de entyvio  Ik hoop dat u me raad kan geven of ik het infuus of de operatie datum moet gaan verzetten ?', 'Dan heb ik nog een vraag omdat ik 8 weken geleden nog 75 onstekingswaardes had ben ik weer begonnen met intensief sporten kan dit te maken hebben met te intensief sporten dat de ontstekingen toenemen?']"
304,55,304_zelftesten_inplannen_schrijf_nieuwe,"['zelftesten', 'inplannen', 'schrijf', 'nieuwe', 'wand', 'ontlastingtest', 'afspraak', 'constant', 'bekent', 'gekregen']","['Verder heb ik nog geen afspraak gekregen voor de MRI, krijg ik deze nog?', 'Ik zie dat ik nog de juiste benodigdheden heb voor het inleveren van ontlasting echter heb ik geen papieren meer voor bloed afnamen, zouden deze bij de poli kunnen worden klaargelegd zodat ik deze wellicht vandaag of anders morgen kan ophalen om bloed te laten afnemen?', '/  Ik heb nog geen afspraak gekregen voor een MRI of moet ik deze zelf inplannen?']"
305,29,305_dankjewel_snelle_reactie_dankewel,"['dankjewel', 'snelle', 'reactie', 'dankewel', 'mercie', 'goor', 'supersnelle', 'insmeren', 'balen', 'voor']","['Dankjewel voor de snelle reactie.', 'Dankjewel voor de snelle reactie.', 'Dankjewel voor de snelle reactie.']"
306,48,306_vraagtekens_bijkomen_overeen_veranderd,"['vraagtekens', 'bijkomen', 'overeen', 'veranderd', 'nauwelijks', 'leuk', 'hielp', 'knipoog', 'weekjes', 'trillen']","['We zijn nog aan het bijkomen maar vooral aan het genieten.', 'ik sta hier positief tegenover en zeker gezien hoe het de laatste tijd met mijn klachten is verslechterd.', 'Ik hoop dat het daarna wat rustiger wordt en ik ook wat gewicht mag bijkomen.']"
307,77,307_horen_fijn_te_om,"['horen', 'fijn', 'te', 'om', 'morbus', 'ok', 'ervaringen', 'kreeg', 'goed', 'dat']","['Dat is fijn om te horen.', 'O dat is fijn om te horen.', 'Dat is heel fijn om te horen.']"
308,62,308_vraagje_goeie_medewerker_even,"['vraagje', 'goeie', 'medewerker', 'even', 'ster', 'klein', 'over', 'kosten', 'een', 'remicade']","['ik heb een vraagje.', 'Oh en ik heb nog een vraagje.', 'Ik had een vraagje .']"
309,141,309_geval_gebeurd_ieder_helaas,"['geval', 'gebeurd', 'ieder', 'helaas', 'elk', 'in', 'dit', 'niet', 'maar', 'is']","['Helaas is dit niet het geval.', 'Helaas is dit niet het geval.', 'Helaas is dit nu het geval.']"
310,53,310_informatie_bedankt_vanuit_gegevens,"['informatie', 'bedankt', 'vanuit', 'gegevens', 'over', 'keszthelyi', 'abbvie', 'add', 'overheids', 'allergieën']","['Bedankt voor de informatie.', 'Bedankt voor de informatie.', 'Bedankt voor de informatie.']"
311,54,311_kort_forse_specifieke_houdbaar,"['kort', 'forse', 'specifieke', 'houdbaar', 'koortslippen', 'trager', 'gisteren', 'bleven', 'vandaag', 'gevonden']","['Het gaat de laatste weken niet zo lekker.', 'Het gaat de laatste 2 weken niet zo goed.', 'en/of , Het gaat de laatste 2 weken niet zo goed.']"
312,57,312_nier_vagina_inwendige_prednison,"['nier', 'vagina', 'inwendige', 'prednison', 'verbetering', 'aambeien', 'gesmeerd', 'melk', 'knobbels', 'diabetes']","['Maak me toch een beetje zorgen Ivm crohn Laatste halfjaar veel ziek geweest Eerst de griep toenmijn longen ,waarvoor ik 10 dagen prednison heb gekregen.', 'Ik heb een vraagje, heb aambeien maar nu was ik aan het douchen en aan de binnekant voelde ik knobbels zitten in mijn vagina(knobbels niet in vagina)  ,Is dit mogenlijk dat ik inwendige aambeien zo kan voelen?', 'Ik gebruik momenteel nog 10 mg. prednison, het haarverlies is erger geworden nadat ik de Purinethol ben gaan slikken, Nadat ik de Purinethol ben gaan gebruiken zie ik echter ook geen verbetering aan de ziekte in mijn darmen, ik verwachte na  5 weken wel enige verbetering te zien, maar heb nu  het gevoel dat er niets veranderd en dit baart me wel enige zorgen.']"
313,60,313_rechteroog_sociale_drinken_leven,"['rechteroog', 'sociale', 'drinken', 'leven', 'dalijk', 'bang', 'scheet', 'bewogen', 'leeg', 'buurt']","['Na aanpassing van de dosis, is mijn bloeddruk hersteld naar mijn normale bloeddruk en ook de onvastheid op de benen is verdwenen.', 'Ik heb de medicijnen vrijdag opgehaald, ik heb met veel moeite de medicatie proberen te drinken maar het lukt niet ik vind het super vies en kan niks drinken wat oplosbaar is omdat ik super misselijk ben.', 'De klachten nemen toe, de drang naar het toilet is heel groot, de keren dat het mis gaat ook, veel bloedverlies, ontzettend moe en langzaam aan begint de depressiviteit grote vormen aan te nemen, Mijn sociale leven ligt helemaal op de schop, kan nergens meer heen, bang dat er geen toilet in de buurt is of dat het te ver van een toilet af is.']"
314,43,314_dankjewel_bericht_fijne_berichtje,"['dankjewel', 'bericht', 'fijne', 'berichtje', 'info', 'gestiurd', 'netje', 'kunnne', 'voor', 'oké']","['Dankjewel voor het bericht.', 'Dankjewel voor bericht.', 'dankjewel voor het bericht.']"
315,78,315_heen_voorraad_bijna_purinethol,"['heen', 'voorraad', 'bijna', 'purinethol', 'door', 'vervolgrecept', 'verpleegkundigen', 'granu', 'stix', 'tacald3']","['en ,  Ik ben weer bijna door mijn purinethol heen.', 'Ik ben door mijn purinethol heen.', 'en ,  ik ben weer bijna door mijn purinethol heen.']"
316,64,316_balie_bloedafname_interne_formulieren,"['balie', 'bloedafname', 'interne', 'formulieren', 'liefst', 'haal', 'bloedprik', 'buisje', 'leggen', 'formulier']","['Ik haal ze het liefst op bij apotheek ,   Zouden jullie mij ook nieuwe bloedafname formulieren kunnen sturen?', 'Ik haal ze het liefst op bij apotheek ,   Zouden jullie mij ook nieuwe bloedafname formulieren kunnen sturen?', 'Ik haal ze het liefst op bij apotheek ,   Zouden jullie mij ook nieuwe bloedafname formulieren kunnen sturen?']"
317,95,317_huidige_loopt_ver_tabletten,"['huidige', 'loopt', 'ver', 'tabletten', 'nagenoeg', 'bijna', 'zwarte', 'namelijk', '1e', 'momenten']","['Mijn huidige is op.', 'Mijn huidige is op.', 'Bijna op het zwarte aan.']"
318,89,318_afwachting_duurt_verhuizen_controle,"['afwachting', 'duurt', 'verhuizen', 'controle', 'eind', 'ontslag', 'uw', 'gynaecoloog', 'lang', '17']","['Ik ga eind januari verhuizen naar , ik ga bij het OLVG-Oost wonen.', 'Dus wachten tot 30 augustus op de poli afspraak duurt me te lang met deze klachten.', 'Dus wachten tot 30 augustus op de poli afspraak duurt me te lang met deze klachten.']"
319,21,319_uw_bericht_dank_correctie,"['uw', 'bericht', 'dank', 'correctie', 'hoor', 'je', 'voor', 'graag', 'snelle', 'van']","['Dank voor uw bericht.', 'Dank voor uw bericht.', 'Dank voor uw bericht.']"
320,74,320_periode_komt_vermoed_knoflook,"['periode', 'komt', 'vermoed', 'knoflook', 'helpt', 'verdwijnt', 'vermijden', 'toestand', 'armen', 'rustig']","['In eerste instantie ging het erg goed, maar sinds een week of 3 begin ik klachten te krijgen die me een beetje laten denken aan de colitis.', 'De eerste keer duurde het ongeveer 7 uur, nu 12 uur.', 'Ik heb regelmatig een periode waarin het wat minder gaat, maar deze keer duurde het langer dan twee weken.']"
321,33,321_tong_knobbel_groeien_zwel,"['tong', 'knobbel', 'groeien', 'zwel', 'toekijken', 'kaakchirug', 'min', 'wang', 'schaamlip', 'zoeken']","['Nu zou ik graag willen, indien mogelijk, dat zou kunnen worden uitgesloten (of vast gesteld) dat deze specifieke klachten die ik nu nog steeds ervaar - ondanks dat ik mij over het algemeen veel beter voel en veel minder klachten heb - door aambeien komt.', 'Dank voor de mail terug , maar het ging mij niet om de uitslag op mijn handen waarvoor ik raad vroeg  Het ging mij om de pijnen in rugwervel en tussen schouderbladen  Maar ik zal wel afwachten wat de humira voor mij gaat betekenen , en zou het binnen enkele weken tot maanden alsnog niet werken  Dan zal ik het maar pech hebben noemen .en dan alsnog ergens hulp gaan zoeken .', 'Momenteel zwel ook mijn wang op ( evenals mijn schaamlip) de kaakchirug zal hier morgen naar kijken,.. ook op min pols krijg ik een knobbel.... ik vind alles leuk en aardig maar ik krijg op korte tijd wel veel klachten en om dan te gaan wachten en toekijken tot 28 -10 en nog later tot een vervolg afspraak vind ik zelf geen prettige gedachten nu er nog meer klachten groeien.']"
322,63,322_bedoeling_bewust_bezorgd_verantwoord,"['bedoeling', 'bewust', 'bezorgd', 'verantwoord', 'hoort', 'correct', 'probleem', 'pijnlijk', 'middag', 'afhandel']","['Is dit verantwoord.', 'Is dat verantwoord?', 'Is dat verantwoord?']"
323,93,323_doorgaan_geduld_betekenen_zinvol,"['doorgaan', 'geduld', 'betekenen', 'zinvol', 'verschil', 'gecheckt', 'tabletje', 'verplicht', 'bijzonderheden', 'gecontroleerd']","['Is het zinvol om tegen de verhoging in te gaan of zien jullie andere opties?', 'Is het in mijn situatie zinvol hieraan deel te nemen ?', 'Moet ik het gesprek dan wel laten doorgaan of misschien verplaatsen?']"
324,39,324_darmkanker_bevolkingsonderzoek_uitnodiging_onlangs,"['darmkanker', 'bevolkingsonderzoek', 'uitnodiging', 'onlangs', 'deelname', 'zelfafnametest', 'meegedaan', 'gekregen', 'vooraankondiging', 'ontvangen']","['Ik heb een uitnodiging gekregen voor het bevolkingsonderzoek naar darmkanker.', 'een vooraankondiging bevolkingsonderzoek darmkanker.', 'Verder heb ik een vooraankondiging bevolkingsonderzoek darmkanker ontvangen.']"
325,64,325_half_gebleven_slokdarm_blaasontsteking,"['half', 'gebleven', 'slokdarm', 'blaasontsteking', 'ontstekeng', 'helse', 'jam', 'cracker', 'geconstateerd', 'vermoedt']","['Heb weer last van onderhuidse onstekingen in het gezicht en aangezien ik ook weer ben begonnen met het ivf traject met de daarbij behorende hormonen lijkt het mij verstandig om verergering te voorkomen even langs te gaan.', 'Woensdag helse reisdag gehad Wo/do nacht 18x naar wc, waarvan 11x te laat, gele water diarree Donderdag 1/2drinkboulion, 1 cracker gehad, binnen gebleven,wel waterdiaree,avond half broodje jam Vanacht weer spugen en 11 diaree Heb jij tips of uitzieken', 'Woensdag helse reisdag gehad Wo/do nacht 18x naar wc, waarvan 11x te laat, gele water diarree Donderdag 1/2drinkboulion, 1 cracker gehad, binnen gebleven,wel waterdiaree,avond half broodje jam Vanacht weer spugen en 11 diaree Heb jij tips of uitzieken']"
326,63,326_einde_onrustige_ontstekingen_darm,"['einde', 'onrustige', 'ontstekingen', 'darm', 'vlek', 'vochtig', 'schildklier', 'rechterkant', 'wit', 'dacht']","['Dit kan ook wat onrustige darmen geven.', 'Dit kan ook wat onrustige darmen geven.', 'Dit kan ook wat onrustige darmen geven.']"
327,57,327_inplannen_papieren_kloppen_inloopspreekuur,"['inplannen', 'papieren', 'kloppen', 'inloopspreekuur', 'versturen', 'reeds', 'hiervoor', 'jaarlijkse', 'vaccinatiebrief', 'mii']","['Zou je aan  willen vragen of ze nog aan mijn papieren wilt denken die ze mij zou versturen Dank u', 'Kunt u ook voor mij nakijken of  of zijn leidinggevende arts van de afdeling Hemochromatose ook reeds de vragen heeft ontvangen en ingevuld?', 'Ik zal de waarde crp doorgeven als de test lukt of krijgen jullie dat ook direct te zien in het systeem?']"
328,54,328_kilo_afgevallen_circa_weeg,"['kilo', 'afgevallen', 'circa', 'weeg', 'kg', 'moeizaam', '52', 'opgeleverd', '54', 'gewicht']","['Ben in drie dagen dan ook alweer twee kilo afgevallen.', 'Toen ben ik ook 3 kilo afgevallen.', 'Ben nu al een paar kilo afgevallen.']"
329,54,329_zwangerschap_entocort_bijwerking_voorlopig,"['zwangerschap', 'entocort', 'bijwerking', 'voorlopig', 'griepspuit', 'wond', 'dktp', 'vetgaasje', 'goedkoper', 'pleister']","['Nu heeft  ook al geopperd dat het eventueel met mijn remicade te maken kan hebben, graag zou ik hier jullie mening over horen?', 'Ik draag ieder onderzoek naar verbetering van behandeling ivm ibd een warm hart toe.', 'Tevens wil ik graag weten of ik ik met mijn huidige medicatie de 22 weken prik tegen kinkhoest mag laten zetten.']"
330,22,330_alvast_reactie_bedankt_jullie,"['alvast', 'reactie', 'bedankt', 'jullie', 'hartelijk', 'dank', 'voor', 'medewerking', 'antwoord', 'bekijken']","['Alvast bedankt voor jullie reactie.', 'Alvast bedankt voor jullie reactie.', 'Alvast bedankt voor jullie reactie.']"
331,29,331_bedankt_heel_erg_hardstikke,"['bedankt', 'heel', 'erg', 'hardstikke', 'fijn', 'oh', 'hartstikke', 'allereerst', 'alvast', 'eerdere']","['Heel erg bedankt!', 'Fijn, heel erg bedankt!', 'Fijn heel erg bedankt']"
332,109,332_starten_gestart_geruime_begrijp,"['starten', 'gestart', 'geruime', 'begrijp', 'met', 'waard', 'infusen', 'apixaban', 'doorgaan', 'cortiment']","['En eigenlijk mag starten met humira.', 'Daar is besloten dat ik ga starten met met Humira.', 'Ik weet dat het geen garantie is dat ik mij daadwerkelijk ook beter zal voelen maar vind het zeker het proberen waard.']"
