min_cluster_size,n_components,n_neighbors,diversity_score,c_v_score,npmi,doc_assignment_pct,number_of_topics,model_name,run_id,chunk_id
10,7,30,0.672396100564392,0.3870851842816999,-0.1358123334436393,0.665327489651814,394,robbert,run_001,0
10,7,40,0.6837979094076655,0.3900049955066964,-0.1250672897171942,0.6781592403214025,347,robbert,run_001,0
10,7,50,0.6784773060029282,0.3940383126599783,-0.1210353872952657,0.6365717068419771,344,robbert,run_001,0
10,10,10,0.6284937888198758,0.3668091194362104,-0.1589004619175956,0.6892378865351838,519,robbert,run_001,1
10,10,20,0.6714739672451723,0.3816163744552229,-0.1399674148593194,0.6898709520331142,413,robbert,run_001,1
10,10,30,0.6750524109014675,0.3920930561925259,-0.1348295261683688,0.6690041392744095,385,robbert,run_001,1
10,10,40,0.6787216148023549,0.3947675031697267,-0.1245695512830191,0.6534696859021183,359,robbert,run_001,1
10,10,50,0.6821983273596177,0.396788773061527,-0.1197260984210323,0.6571950328707086,336,robbert,run_001,1
10,12,10,0.6329756097560976,0.369421323150104,-0.1581167936581683,0.7000973946919893,517,robbert,run_001,1
10,12,20,0.6645919778699861,0.3795070279109168,-0.1405125287473907,0.6686876065254443,438,robbert,run_001,1
10,12,30,0.6702042982223402,0.3859517666080312,-0.1389232041012913,0.66109082055028,380,robbert,run_001,1
